"N° Id","Tipo Imbarcazioni Ship Type","Nomi Imbarcazioni Ship Name","Naz. Imbarcazioni Ship Nationality","Porto Partenza Departure Place","Partenza Departure","Porto Arrivo Arrival Place","Arrivo Arrival","Porto Scalo Portcall Place","Merce Articles","Fonte Sources","Persona People Info"
00213,,,,Bruges,11/05/1408,Genova,,"Southampton, Cadice, Pisa",lana,"Archivio di Stato di Prato (Datini)","Piero d'Allegro di Genova (padrone), Francesco Fattinnanzi di Genova (padrone), Piero Centurione di Genova (padrone), Gabriele Imperiale (padrone)"
00214,nave,,Liguria-Italia,Bruges,11/05/1408,Cadice,01/06/1408,Southampton,panni,"Archivio di Stato di Prato (Datini)","Gabriele Imperiale (padrone), Polo Italiano di Genova (padrone), Piero Centurione di Genova (padrone), Piero d'Allegro di Genova (padrone), Francesco Fattinnanzi di Genova (padrone)"
00218,barca,,,Peñiscola,30/07/1398,Valenza,,,,"Archivio di Stato di Prato (Datini)","Niccolò d'Almenara (padrone)"
00219,barca,,,Peñiscola,,Ibiza,20/03/1403,Ibiza,,"Archivio di Stato di Prato (Datini)","Niccolò d'Almenara (padrone)"
00220,nave,,,Candia,,Maiorca,04/08/1401,,,"Archivio di Stato di Prato (Datini)","Piero Almeriche (padrone)"
00223,,,,Maiorca,01/09/1399,Ibiza,,"Valenza, Maiorca",,"Archivio di Stato di Prato (Datini)","Piero Almeriche (padrone)"
00224,,,,Sicilia,,Maiorca,27/06/1400,,"vino, schiavi","Archivio di Stato di Prato (Datini)","Piero Almeriche (padrone)"
00227,cocca,,,Maiorca,30/10/1404,Barcellona,02/11/1404,,,"Archivio di Stato di Prato (Datini)","Piero Almeriche (padrone)"
00241,barca,,,Barcellona,23/01/1409,Valenza,,,,"Archivio di Stato di Prato (Datini)","Alomari (padrone)"
00243,,,,Barcellona,15/10/1393,Pisa,,,,"Archivio di Stato di Prato (Datini)","Armao Alvilare (padrone)"
00260,,,,"Aigues Mortes",,Barcellona,22/06/1400,"Rodi, Malta, Maiorca, Ibiza, Barcellona, Gaeta, Napoli",,"Archivio di Stato di Prato (Datini)","Piero Brulichieri (padrone)"
00264,rampino,,,Maiorca,22/06/1395,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00265,legno,,,Barcellona,28/07/1395,Maiorca,31/07/1395,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00268,legno,,,Barcellona,04/11/1395,Maiorca,09/11/1395,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00269,legno,,,Maiorca,20/03/1396,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00270,legno,,,Barcellona,12/05/1396,Maiorca,15/05/1396,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00271,legno,,,Maiorca,26/05/1396,Barcellona,10/06/1396,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00272,,,,Maiorca,05/06/1396,,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00273,rampino,,,Barcellona,19/06/1396,Maiorca,21/06/1396,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00274,rampino,,,Barcellona,10/07/1396,Maiorca,13/07/1396,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00275,rampino,,,Barcellona,04/09/1396,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00276,legno,,,Maiorca,,Barcellona,27/10/1396,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00277,rampino,,,Barcellona,15/11/1396,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00278,rampino,,,Barcellona,22/11/1396,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00279,,,,Barcellona,09/02/1397,Maiorca,11/02/1397,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00280,rampino,,,"Aigues Mortes",,Barcellona,19/03/1397,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00281,legno,,,Barcellona,05/11/1397,Maiorca,07/11/1397,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00282,rampino,,,Maiorca,23/05/1398,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00283,legno,,,Maiorca,29/07/1398,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00284,rampino,,,Maiorca,02/09/1398,Barcellona,07/09/1398,,,"Archivio di Stato di Prato (Datini)","Bernardo Amato (padrone)"
00285,rampino,,,Barcellona,13/09/1398,Maiorca,17/09/1398,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00286,,,,Andraitx,26/09/1398,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00287,rampino,,,Maiorca,24/09/1398,Tarragona,,Barcellona,,"Archivio di Stato di Prato (Datini)","Bernardo Amato (padrone)"
00288,rampino,,,Maiorca,03/11/1398,Barcellona,06/11/1398,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00289,rampino,,,Barcellona,,Maiorca,11/02/1399,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00290,rampino,,,Barcellona,04/03/1399,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00291,rampino,,,Maiorca,15/03/1399,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00292,rampino,,,Barcellona,30/03/1399,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00293,rampino,,,Barcellona,16/04/1399,Maiorca,19/04/1399,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00294,rampino,,,Maiorca,23/05/1399,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone), Magranieri (conducitore)"
00295,rampino,,,Maiorca,21/10/1399,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00296,rampino,,,Barcellona,24/11/1399,Maiorca,29/11/1399,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00297,,,,Maiorca,09/12/1399,Barcellona,14/12/1399,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00298,rampino,,,Maiorca,25/03/1400,Barcellona,28/03/1400,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00299,rampino,,,Barcellona,13/04/1400,Maiorca,18/04/1400,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00300,legno,,,Barcellona,04/06/1400,Maiorca,08/06/1400,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00301,legno,,,Tedelis,,Maiorca,14/09/1400,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00302,,,,Barcellona,03/03/1401,Maiorca,08/03/1401,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00303,rampino,,,Barcellona,13/03/1401,Sóller,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00304,rampino,,,Barcellona,13/03/1401,Maiorca,15/03/1401,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00305,rampino,,,Maiorca,28/03/1401,Barcellona,30/03/1401,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00306,,,,Barcellona,26/06/1401,Maiorca,30/06/1401,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00307,,,,Barcellona,25/09/1404,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00308,rampino,,,Barcellona,14/05/1410,Maiorca,20/05/1410,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00309,,,,Maiorca,25/05/1410,Barcellona,30/05/1410,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00310,rampino,,,Barcellona,07/06/1410,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00311,,,,Barcellona,,Maiorca,14/06/1410,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00312,,,,Barcellona,29/11/1394,Genova,15/12/1394,,,"Archivio di Stato di Prato (Datini)","Bartolomeo Amato (padrone)"
00313,,,,Genova,23/01/1395,Barcellona,04/02/1395,,,"Archivio di Stato di Prato (Datini)","B. Amato (padrone), Luigi Frassineto di Genova (conducitore)"
00314,,,,Pisa,,Maiorca,28/07/1395,,bestiame,"Archivio di Stato di Prato (Datini)","Amato (padrone), gente (passeggero)"
00317,nave,,,Barcellona,17/07/1396,Pisa,,"Peñiscola, Tortosa, Barcellona",,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00318,,,,Barcellona,31/08/1396,Genova,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00321,,,,Valenza,,Barcellona,06/10/1394,,,"Archivio di Stato di Prato (Datini)","Bartolomeo Amato (padrone)"
00325,,,,Valenza,03/08/1396,Fiandra,,Cartagena,,"Archivio di Stato di Prato (Datini)","Bartolomeo Amato (padrone)"
00327,,,,Bruges,27/12/1396,Valenza,,,,"Archivio di Stato di Prato (Datini)","Bartolomeo Amato (padrone)"
00328,,,,Barcellona,29/03/1397,Maiorca,06/04/1397,,,"Archivio di Stato di Prato (Datini)","Bartolomeo Amato (padrone)"
00330,nave,,,Barcellona,,Fiandra,22/08/1397,"Valenza, Dénia, Cadice",,"Archivio di Stato di Prato (Datini)","Bartolomeo Amato (padrone)"
00334,,,,Valenza,,Bruges,26/08/1397,,,"Archivio di Stato di Prato (Datini)","Bartolomeo Amato (padrone)"
00336,nave,,,Bruges,13/12/1397,Valenza,01/03/1398,,,"Archivio di Stato di Prato (Datini)","Bartolomeo Amato (conducitore)"
00338,nave,,,Barcellona,,Bruges,09/06/1398,Valenza,,"Archivio di Stato di Prato (Datini)","Bartolomeo Amato (conducitore), Brettonico (conducitore), Guglielmo Lobutone di Ghiranda (padrone), Luca del Biondo (noleggiatore)"
00339,,,,Valenza,,Bruges,09/06/1398,,,"Archivio di Stato di Prato (Datini)","Bartolomeo Amato (padrone), Piero di Domenico (padrone), Domingo (padrone)"
00340,nave,,,Barcellona,28/02/1399,Valenza,,,,"Archivio di Stato di Prato (Datini)","Bartolomeo Amato (conducitore)"
00341,,,,Barcellona,31/12/1399,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Bartolomeo Amato (padrone)"
00342,,,,Bruges,02/10/1399,Valenza,25/11/1399,,,"Archivio di Stato di Prato (Datini)","Bartolomeo Amato (padrone)"
00343,nave,,,Bruges,27/12/1400,,,,,"Archivio di Stato di Prato (Datini)","Bartolomeo Amato (padrone)"
00345,,,,Maiorca,28/06/1401,,,,,"Archivio di Stato di Prato (Datini)","Bartolomeo Amato (padrone)"
00347,galeotta,,,Beirut,02/09/1400,Barcellona,08/11/1400,"Cap de Salou",,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00350,galeotta,,,Cipro,12/08/1403,Barcellona,24/10/1403,Agde,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00353,galeotta,,,Beirut,30/08/1399,Barcellona,28/09/1399,"Rodi, Sapienza, Sciacca, Cagliari, Alcudia",,"Archivio di Stato di Prato (Datini)","B. d'Amato (padrone)"
00355,galea,,,Siracusa,20/02/1403,Cipro,,,,"Archivio di Stato di Prato (Datini)","Amato (padrone)"
00358,galeotta,,,,,Tunisi,12/09/1401,,,"Archivio di Stato di Prato (Datini)","Bernardo Amato (padrone)"
00360,liuto,,,Genova,01/08/1386,Pisa,,,,"Archivio di Stato di Prato (Datini)","Ambrogio da Porto Venere (padrone)"
00361,liuto,,,Genova,30/03/1387,Pisa,,,,"Archivio di Stato di Prato (Datini)","Ambrogio da Porto Venere (padrone)"
00362,liuto,,,Genova,,Pisa,01/09/1387,,,"Archivio di Stato di Prato (Datini)","Ambrogio da Porto Venere (padrone)"
00366,,,,Genova,22/04/1403,Genova,,"Barcellona, Valenza, Tortosa","lavori di seta","Archivio di Stato di Prato (Datini)","Gabriello Amigone (padrone)"
00367,,,,Genova,31/08/1403,Barcellona,03/09/1403,,,"Archivio di Stato di Prato (Datini)","Amerigone Bonaldi (padrone)"
00368,,,,Barcellona,01/12/1403,Beirut,,,,"Archivio di Stato di Prato (Datini)","Amerigone Bonaldi (padrone)"
00369,,,,Beirut,07/10/1404,Barcellona,18/01/1405,,,"Archivio di Stato di Prato (Datini)","Gabriello Amigone (padrone)"
00373,,,,Valenza,16/02/1407,Pisa,,,,"Archivio di Stato di Prato (Datini)","Amerigone Bonaldi (padrone)"
00374,,,,Barcellona,28/03/1408,Valenza,,,,"Archivio di Stato di Prato (Datini)","Amerigone Bonaldi (padrone)"
00375,,,,Barcellona,,Barcellona,17/05/1408,"Pisa, Talamone, Palamós",,"Archivio di Stato di Prato (Datini)","Amerigone Bonaldi (padrone)"
00377,,,,Sicilia,,Barcellona,06/06/1409,"Sardegna, Maiorca",,"Archivio di Stato di Prato (Datini)","Amerigone Bonaldi (padrone)"
00379,,,,Barcellona,,Talamone,22/03/1410,"San Feliu de Guíxois, Cagliari",,"Archivio di Stato di Prato (Datini)","Amerigone Bonaldi (padrone)"
00385,nave,,,Genova,,"Porto del Sole",21/12/1403,,,"Archivio di Stato di Prato (Datini)","Andrea da Calcinaia (padrone)"
00389,,,,Pisa,23/02/1385,Palermo,,,,"Archivio di Stato di Prato (Datini)","Gianni Andrea (padrone)"
00411,rampino,,,Maiorca,31/07/1401,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Bernart Andreu (padrone)"
00412,barca,,,Valenza,03/02/1400,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Guglielmo Andreu di S. Feliù (padrone)"
00413,barca,,,Valenza,10/05/1401,Ibiza,,,,"Archivio di Stato di Prato (Datini)","Guglielmo Andreu di S. Feliù (padrone)"
00414,legno,,,,,Maiorca,26/03/1403,,"orzo, tartaro","Archivio di Stato di Prato (Datini)","Guglielmo Andreu di S. Feliù (padrone)"
00415,barca,,,Barcellona,24/07/1403,Ibiza,,Andraitx,,"Archivio di Stato di Prato (Datini)","Guglielmo Andreu di S. Feliù (padrone)"
00420,liuto,,,Genova,,Pisa,09/01/1393,,,"Archivio di Stato di Prato (Datini)","Andreolo Caccino (padrone)"
00421,liuto,,,Genova,,Pisa,12/02/1393,,,"Archivio di Stato di Prato (Datini)","Andriolo (padrone)"
00422,saettia,,,Savona,,Pisa,22/08/1393,,,"Archivio di Stato di Prato (Datini)","Andreolo Caccino (padrone)"
00423,liuto,,,Genova,18/07/1387,Pisa,,,,"Archivio di Stato di Prato (Datini)","Andreolo da Panicaglia (padrone)"
00424,liuto,,,Genova,08/11/1387,Pisa,,,,"Archivio di Stato di Prato (Datini)","Andreolo da Panicaglia (padrone)"
00425,liuto,,,Genova,23/01/1388,Pisa,,,,"Archivio di Stato di Prato (Datini)","Andreolo da Panicaglia (padrone)"
00427,,,,Pisa,16/07/1492,Genova,,,,"Archivio di Stato di Prato (Datini)","Andriolo di Guelfino da Panicaglia (padrone)"
00428,barca,,,Genova,,Pisa,07/08/1392,,,"Archivio di Stato di Prato (Datini)","Andriolo di Guelfino da Panicaglia (padrone)"
00429,,,,Pisa,27/08/1392,Genova,,,,"Archivio di Stato di Prato (Datini)","Andriolo di Guelfino da Panicaglia (padrone)"
00431,,,,Pisa,14/09/1392,Genova,,,,"Archivio di Stato di Prato (Datini)","Andriolo di Guelfino da Panicaglia (padrone)"
00432,liuto,,,Pisa,18/12/1392,Genova,,,,"Archivio di Stato di Prato (Datini)","Andriolo di Guelfino da Panicaglia (padrone)"
00433,,,,Genova,,Pisa,18/04/1393,,,"Archivio di Stato di Prato (Datini)","Andriolo di Guelfino da Panicaglia (padrone)"
00434,liuto,,,Pisa,22/04/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Andriolo di Guelfino da Panicaglia (padrone)"
00435,,,,Pisa,28/05/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Andriolo di Guelfino da Panicaglia (padrone)"
00436,liuto,,,Genova,,Pisa,14/11/1393,,,"Archivio di Stato di Prato (Datini)","Andreolo da Panicaglia (padrone)"
00437,liuto,,,Pisa,04/12/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Andreolo da Panicaglia (padrone)"
00440,,,,Vallone,29/10/1388,Pisa,,,,"Archivio di Stato di Prato (Datini)","Andriolo di Pisano di Genova (padrone)"
00441,barca,,,Genova,,Pisa,15/07/1392,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00442,,,,Genova,,Pisa,01/10/1392,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00443,,,,Genova,,Pisa,07/01/1393,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00444,liuto,,,Genova,,Pisa,03/02/1393,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00445,,,,Pisa,07/02/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Antonio Anfosso (padrone)"
00446,liuto,,,Pisa,17/03/1393,Livorno,,,,"Archivio di Stato di Prato (Datini)","Antonio Anfosso (padrone)"
00447,liuto,,,Pisa,,"Pisa, Livorno",17/03/1393,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00448,,,,Pisa,25/06/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00449,,,,Genova,,Pisa,14/07/1393,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00450,liuto,,,Pisa,17/07/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00451,,,,Genova,,Pisa,11/08/1393,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00453,,,,Pisa,28/08/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00455,,,,Pisa,17/09/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00456,,,,Pisa,06/10/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00457,liuto,,,Genova,,Pisa,12/02/1394,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00458,,,,Pisa,17/02/1394,Genova,,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00459,liuto,,,Livorno,,Pisa,09/05/1394,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00460,liuto,,,Genova,,Pisa,13/06/1394,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00461,,,,Pisa,17/12/1394,Genova,,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00462,vacchetta,,,Pisa,,Livorno,05/06/1395,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00463,,,,Livorno,06/12/1395,,,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00464,liuto,,,Livorno,,Pisa,09/12/1395,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00465,liuto,,,Pisa,11/12/1395,Livorno,,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00466,vacchetta,,,Pisa,14/12/1395,,,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00467,,,,Livorno,,Pisa,10/01/1396,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00468,liuto,,,Livorno,,Pisa,03/02/1396,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00469,liuto,,,Pisa,,Livorno,27/12/1396,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00470,liuto,,,Pisa,01/01/1397,Livorno,,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00471,liuto,,,Pisa,05/01/1397,Pisa,,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00472,liuto,,,Pisa,,Livorno,08/01/1397,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00473,,,,Pisa,19/05/1404,Genova,,,,"Archivio di Stato di Prato (Datini)","Antonio Anfonso (padrone)"
00474,barca,,,Pisa,10/05/1389,,,,,"Archivio di Stato di Prato (Datini)","Anfrione da Recco (padrone)"
00478,liuto,,,Pisa,04/09/1392,Genova,,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Porto Venere (padrone)"
00479,liuto,,,Pisa,11/01/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00480,liuto,,,Genova,,Pisa,10/02/1393,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00481,liuto,,,Pisa,03/06/1393,Livorno,04/06/1393,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00482,,,,Pisa,14/06/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00483,liuto,,,Genova,,Pisa,26/06/1393,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00484,,,,Pisa,,Pisa,11/08/1393,Genova,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00485,,,,Pisa,27/08/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00486,liuto,,,Pisa,10/12/1393,Livorno,,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00487,,,,Livorno,,Pisa,05/04/1394,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Porto Venere (padrone)"
00488,liuto,,,Livorno,,Pisa,16/04/1394,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Porto Venere (padrone)"
00489,,,,Pisa,22/12/1394,Livorno,,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00490,,,,Pisa,12/01/1395,Livorno,,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00491,,,,Pisa,,Livorno,13/01/1395,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00492,,,,Livorno,,Pisa,14/05/1395,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00493,,,,Pisa,,Livorno,14/05/1395,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00494,vacchetta,,,Livorno,15/05/1395,Pisa,,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00495,,,,Livorno,,Pisa,21/05/1395,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00496,vacchetta,,,Livorno,14/06/1395,Pisa,,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00497,,,,Livorno,,Pisa,16/06/1395,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00498,,,,Livorno,03/12/1395,Pisa,,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00499,,,,Livorno,06/12/1395,,,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00500,,,,Livorno,,Pisa,09/12/1395,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00501,liuto,,,Livorno,,Pisa,14/12/1395,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00502,barca,,,Pisa,06/02/1396,"San Vincenzo",,,grano,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00505,liuto,,,Pisa,,Livorno,08/05/1396,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00507,liuto,,,Livorno,,Pisa,29/10/1396,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00508,,,,Pisa,07/11/1396,Livorno,,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00509,liuto,,,Genova,13/02/1386,Pisa,,,,"Archivio di Stato di Prato (Datini)","Antonio Angiolini da Porto Venere (padrone)"
00510,liuto,,,Pisa,08/07/1392,Genova,,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00511,liuto,,,Pisa,01/07/1392,Pisa,04/07/1392,Genova,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00513,,,,Genova,,Pisa,03/09/1392,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00514,liuto,,,Genova,23/06/1393,Pisa,,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00516,vacchetta,,,Livorno,12/05/1395,Pisa,,,,"Archivio di Stato di Prato (Datini)","Angiolinazzo da Panicaglia (padrone)"
00517,,,,Savona,20/08/1398,Bonifacio,,"Genova, Pisa",,"Archivio di Stato di Prato (Datini)","Angiolino da Bobbio (padrone)"
00518,,,,Lerici,,Pisa,28/01/1393,,,"Archivio di Stato di Prato (Datini)","Angiolino di Manvelo (padrone)"
00522,barca,,,Barcellona,28/04/1398,Maiorca,13/05/1398,Sitges,,"Archivio di Stato di Prato (Datini)","Anglieres (padrone)"
00524,,,,"Aigues Mortes",,Genova,23/03/1395,Monaco,,"Archivio di Stato di Prato (Datini)","Ansaldo (padrone)"
00525,nave,,,Pisa,12/02/1391,Trapani,,,,"Archivio di Stato di Prato (Datini)","Pietro Ansalone (padrone)"
00529,legno,,,Maiorca,08/04/1395,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Anticho (padrone)"
00530,,,,Maiorca,13/05/1395,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Antico (padrone)"
00531,legno,,,Barcellona,30/06/1395,Maiorca,,"Maiorca, Barcellona",,"Archivio di Stato di Prato (Datini)","Antico (padrone)"
