"N° Id","Tipo Imbarcazioni Ship Type","Nomi Imbarcazioni Ship Name","Naz. Imbarcazioni Ship Nationality","Porto Partenza Departure Place","Partenza Departure","Porto Arrivo Arrival Place","Arrivo Arrival","Porto Scalo Portcall Place","Merce Articles","Fonte Sources","Persona People Info"
06735,,Ladona,,Maiorca,01/06/1398,Barcellona,,,,"Archivio di Stato di Prato (Datini)",
06736,galeotta,,,Stiges,20/06/1398,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06737,galeotta,,,Maiorca,17/07/1398,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06738,galeotta,,,Barcellona,22/07/1398,Maiorca,26/07/1398,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06739,galeotta,,,Barcellona,28/08/1398,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06740,,,,Barcellona,,Maiorca,31/08/1398,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06741,galeotta,,,"Aigues Mortes",,Barcellona,12/10/1398,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06743,galeotta,,,Maiorca,06/04/1399,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06744,galeotta,,,Barcellona,16/04/1399,Maiorca,18/04/1399,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06745,galeotta,,,Maiorca,29/04/1399,Maiorca,09/05/1399,Barcellona,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06746,galeotta,,,Maiorca,03/06/1399,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06747,galeotta,,,Maiorca,04/12/1399,Barcellona,24/12/1399,Barcellona,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06748,galeotta,,,Maiorca,15/12/1399,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06749,galeotta,,,Maiorca,29/03/1400,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06750,galeotta,,,Ibiza,26/04/1400,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06751,galeotta,,,Maiorca,06/05/1400,Barcellona,09/05/1400,,,"Archivio di Stato di Prato (Datini)","Bartolomeo Sala (padrone), Ladon (padrone)"
06752,galeotta,,,Maiorca,10/06/1400,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06753,galeotta,,,Maiorca,21/07/1400,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06754,,,,Maiorca,23/03/1401,Maiorca,11/04/1401,Barcellona,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06755,,,,Barcellona,08/05/1401,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06757,,,,Maiorca,01/06/1401,Maiorca,11/06/1401,Barcellona,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06758,galeotta,,,Maiorca,26/07/1401,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06759,,,,Maiorca,29/08/1401,Barcellona,02/09/1401,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06761,galeotta,,,Maiorca,24/11/1401,Barcellona,,Andraitx,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06762,galeotta,,,Maiorca,21/03/1402,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06763,galeotta,,,Maiorca,30/04/1402,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06764,,,,Barcellona,09/05/1402,Maiorca,11/05/1402,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06766,galeotta,,,Maiorca,27/06/1402,Barcellona,04/07/1402,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone), Cianciolo (conducitore)"
06767,galeotta,,,Maiorca,28/07/1402,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06768,rampino,,,Maiorca,31/07/1402,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06770,rampino,,,Maiorca,28/08/1402,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06772,,,,Maiorca,24/04/1403,Maiorca,08/05/1403,Barcellona,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06773,galeotta,,,Maiorca,16/07/1403,Barcellona,20/07/1403,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06774,,,,Barcellona,,Maiorca,28/07/1403,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06775,,,,Maiorca,14/04/1404,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06776,,,,Maiorca,,Maiorca,29/04/1404,Barcellona,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06777,,,,Barcellona,30/06/1404,Maiorca,04/07/1404,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06778,galeotta,,,Maiorca,21/07/1404,Maiorca,05/08/1404,Barcellona,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06779,rampino,,,Maiorca,22/09/1404,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06780,,,,Barcellona,30/09/1404,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06781,galeotta,,,Tunisi,,Maiorca,25/05/1407,Cagliari,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06783,,,,Barcellona,20/09/1400,Valenza,,,,"Archivio di Stato di Prato (Datini)","Antonio Lagostiera (padrone)"
06784,,,,Barcellona,25/10/1400,Valenza,,,,"Archivio di Stato di Prato (Datini)","Antonio Lagostiera (padrone)"
06785,,,,Barcellona,,Valenza,02/10/1406,,,"Archivio di Stato di Prato (Datini)","Antonio Lagostiera (padrone)"
06786,,,,Genova,10/09/1379,Pisa,,,pepe,"Archivio di Stato di Prato (Datini)","Lancelotto di Masinnori da Portoveneri (padrone)"
06788,legno,,,Pisa,19/07/1390,Palermo,,,,"Archivio di Stato di Prato (Datini)","Giovanni Lancia di Riviera (padrone)"
06789,barcozo,,,Sicilia,,Livorno,05/02/1391,,grano,"Archivio di Stato di Prato (Datini)","Giovanni Lancia di Riviera (padrone)"
06790,destriera,,,Pisa,23/02/1391,,,,,"Archivio di Stato di Prato (Datini)","Giovanni Lancia di Riviera (padrone)"
06791,navetta,,,Sicilia,,Pisa,16/04/1392,,grano,"Archivio di Stato di Prato (Datini)","Giovanni Lancia di Riviera (padrone)"
06793,vacchetta,,,Genova,,Pisa,14/08/1393,,,"Archivio di Stato di Prato (Datini)","Lanfranco dal Pino (padrone)"
06797,,,,Pisa,30/09/1388,,,,,"Archivio di Stato di Prato (Datini)","Lapaccio (padrone)"
06798,nave,,,Pisa,03/10/1388,Sicilia,,,,"Archivio di Stato di Prato (Datini)","Lapaccio (padrone)"
06800,nave,,,Sicilia,,Pisa,15/04/1389,,grano,"Archivio di Stato di Prato (Datini)","Lapaccio (padrone), Manno (passeggero)"
06800,"nave, nave, navetta",,,Sicilia,,Pisa,15/04/1389,,grano,,"Piero Ferieri (padrone), Marcellino da Casale (padrone), Cuvino Riccio (padrone)"
06801,nave,,,Palermo,,Pisa,16/04/1389,,grano,"Archivio di Stato di Prato (Datini)","Lapaccio (padrone), Manno (passeggero)"
06802,,,,Pisa,07/05/1389,,,,,"Archivio di Stato di Prato (Datini)","Lapaccio (padrone)"
06803,,,,"Aigues Mortes",23/06/1389,Pisa,,,piuma,"Archivio di Stato di Prato (Datini)","Lapaccio di Iacopo (padrone)"
06805,,,,Arles,05/08/1389,Pisa,,,,"Archivio di Stato di Prato (Datini)","Lapaccio (padrone)"
06807,,,,Arles,07/08/1389,Pisa,,,,"Archivio di Stato di Prato (Datini)","Lapaccio (padrone)"
06808,,,,Provenza,,Pisa,18/08/1389,,,"Archivio di Stato di Prato (Datini)","Lapaccio (padrone)"
06814,,,,Maiorca,,Barcellona,18/07/1395,,,"Archivio di Stato di Prato (Datini)","Lasone (padrone), Lapone (padrone)"
06816,,,,Napoli,,Pisa,01/03/1385,,,"Archivio di Stato di Prato (Datini)","Latinucci di Firenze (padrone)"
06817,,Latinuccia,,Pisa,26/12/1388,Palermo,,,,"Archivio di Stato di Prato (Datini)",
06821,barca,,,"Riviera ligure",,Pisa,01/03/1389,,,"Archivio di Stato di Prato (Datini)","Lazzerino di Fiore di Diano Marnia (padrone)"
06822,liuto,,,Genova,,Pisa,02/12/1390,,,"Archivio di Stato di Prato (Datini)","Lazzerino (padrone)"
06823,liuto,,,Genova,,Pisa,04/12/1390,,,"Archivio di Stato di Prato (Datini)","Lazzarino da Panicaglia (padrone)"
06825,,,,Pisa,02/07/1392,Genova,,,,"Archivio di Stato di Prato (Datini)","Lazzarino da Panicaglia (padrone)"
06826,,,,Genova,,Pisa,14/07/1392,,,"Archivio di Stato di Prato (Datini)","Lazzerino (padrone)"
06827,,,,Pisa,22/08/1392,Genova,,,,"Archivio di Stato di Prato (Datini)","Lazzarino da Panicaglia (padrone)"
06828,,,,Pisa,05/09/1392,Genova,,,,"Archivio di Stato di Prato (Datini)","Lazzerino (padrone)"
06829,,,,Genova,,Pisa,17/09/1392,,,"Archivio di Stato di Prato (Datini)","Lazzerino (padrone)"
06831,liuto,,,Pisa,07/10/1392,Genova,,,,"Archivio di Stato di Prato (Datini)","Lazzarino da Panicaglia (padrone)"
06832,,,,Pisa,08/10/1392,Genova,,,,"Archivio di Stato di Prato (Datini)","Lazzerino (padrone)"
06833,,,,Genova,,Pisa,12/10/1392,,,"Archivio di Stato di Prato (Datini)","Lazzerino da Porto Venere (padrone)"
06834,liuto,,,Genova,,Pisa,20/12/1392,,,"Archivio di Stato di Prato (Datini)","Lazzerino (padrone)"
06835,,,,Genova,,Pisa,11/02/1393,,,"Archivio di Stato di Prato (Datini)","Lazzerino (padrone)"
06836,,,,Pisa,13/02/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Lazzarino da Panicaglia (padrone)"
06837,liuto,,,Genova,,Pisa,23/03/1393,,,"Archivio di Stato di Prato (Datini)","Lazzerino (padrone)"
06838,,,,Pisa,27/03/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Lazzarino da Panicaglia (padrone)"
06839,liuto,,,Genova,17/04/1393,Pisa,,,,"Archivio di Stato di Prato (Datini)","Lazzarino da Panicaglia (padrone)"
06840,,,,Genova,,Pisa,22/04/1393,,,"Archivio di Stato di Prato (Datini)","Lazzerino (padrone)"
06841,,,,Pisa,26/04/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Lazzerino (padrone)"
06842,,,,Pisa,03/06/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Lazzerino (padrone)"
06843,liuto,,,Pisa,23/08/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Lazzerino (padrone)"
06844,,,,Pisa,08/10/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Lazzerino (padrone)"
06845,liuto,,,Pisa,22/12/1393,Livorno,,,,"Archivio di Stato di Prato (Datini)","Lazzarino da Panicaglia (padrone)"
06846,liuto,,,Pisa,24/12/1393,Livorno,,,,"Archivio di Stato di Prato (Datini)","Lazzarino da Panicaglia (padrone)"
06847,,,,Pisa,,Livorno,27/12/1393,,,"Archivio di Stato di Prato (Datini)","Lazzerino (padrone)"
06848,,,,Pisa,16/03/1395,Roma,,,,"Archivio di Stato di Prato (Datini)","Lazzarino da Panicaglia (padrone)"
06851,,,,Pisa,04/09/1395,Livorno,,,,"Archivio di Stato di Prato (Datini)","Lazzarino da Panicaglia (padrone)"
06852,galeotta,,,"Porto Venere",02/05/1398,Motrone,,,,"Archivio di Stato di Prato (Datini)","Lazzarino da Panicaglia (padrone), Michelino (padrone)"
06853,,,,Pisa,25/04/1401,Genova,,,,"Archivio di Stato di Prato (Datini)","Lazzerino da Porto Venere (padrone)"
06854,galeotta,,,Genova,,Piombino,17/12/1403,,lane,"Archivio di Stato di Prato (Datini)","Lazzerino da Porto Venere (padrone), Venturino da Porto Venere (padrone)"
06857,galeotta,,,Genova,,Pietrasanta,01/07/1404,,"catalani, agnine per Lucca","Archivio di Stato di Prato (Datini)","Lazzerino da Porto Venere (padrone)"
06858,,,,Bruges,,Genova,04/11/1390,"Southampton, Spagna",,"Archivio di Stato di Prato (Datini)","Arrigo Leccavela (padrone)"
06859,,,,Sicilia,,"Pisa, Livorno",30/09/1391,,grano,"Archivio di Stato di Prato (Datini)","Arrigo Leccavela di Genova (padrone)"
06863,,,,Bruges,26/02/1393,Spagna,,Southampton,grano,"Archivio di Stato di Prato (Datini)","Arrigo Leccavela di Genova (padrone), Piero di Camilla di Genova (padrone), Paolo Maruffo di Genova (padrone)"
06863,,,,Bruges,26/02/1393,Genova,,Southampton,grano,,"Arrigo Leccavela di Genova (padrone), Piero di Camilla di Genova (padrone), Paolo Maruffo di Genova (padrone), n.s. (n.s.)"
06865,,,,Bruges,05/03/1393,Genova,,Southampton,,"Archivio di Stato di Prato (Datini)","Aragone Lecavello (padrone), Aragon Leccavela di Genova (padrone), Cristofano Leccavela di Genova (padrone)"
06866,,,"n.s., Liguria-Italia",Ibiza,,Genova,24/10/1393,,,"Archivio di Stato di Prato (Datini)","Arrigo Leccavela (padrone), Moranda (padrone), n.s. (padrone)"
06867,,,,Southampton,07/01/1395,Genova,,,,"Archivio di Stato di Prato (Datini)","Leccavela (padrone)"
06869,,,,Inghilterra,,Genova,25/06/1395,,,"Archivio di Stato di Prato (Datini)","Origo Leccavela (padrone), Arigo Leccavela (padrone)"
06872,,,,Tunisi,,Pisa,30/11/1385,,,"Archivio di Stato di Prato (Datini)","Federigo Leccavela (conducitore)"
06877,,,,Sicilia,,Pisa,21/06/1389,,grano,"Archivio di Stato di Prato (Datini)","Sangiovanni (padrone)"
06878,"nave, nave, n.s.",,"Catalogna-Spagna, n.s.",Agrigento,02/06/1389,Pisa,20/06/1389,,grano,"Archivio di Stato di Prato (Datini)","n.s. (padrone), Sangiovanni (padrone)"
06885,,,,Livorno,,Pisa,07/06/1395,,,"Archivio di Stato di Prato (Datini)","Lemmo d'Andrea (padrone)"
06890,,,,Bruges,,Bellincato,21/02/1405,"Aigues Mortes, Ibiza",sale,"Archivio di Stato di Prato (Datini)","Leonardo Acaro di Genova (padrone)"
06892,vacchetta,,,Pisa,,Livorno,05/05/1389,,,"Archivio di Stato di Prato (Datini)","Leonardino da Porto Venere (padrone), Lionardino da Panicaglia (padrone)"
06893,,,,Pisa,28/03/1393,Livorno,,,,"Archivio di Stato di Prato (Datini)","Lionardino da Panicaglia (padrone)"
06894,liuto,,,Pisa,31/03/1393,Livorno,,,,"Archivio di Stato di Prato (Datini)","Lionardino da Panicaglia (padrone)"
06895,liuto,,,Pisa,,"Pisa, Livorno",04/04/1393,,,"Archivio di Stato di Prato (Datini)","Lionardo (padrone)"
06898,liuto,,,Genova,,Pisa,28/06/1393,,,"Archivio di Stato di Prato (Datini)","Lionardino (padrone)"
06900,,,,Pisa,05/07/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Leonardino (padrone)"
06901,liuto,,,Genova,,Pisa,26/07/1393,,,"Archivio di Stato di Prato (Datini)","Leonardino (padrone)"
06903,,,,Pisa,06/08/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Leonardino da Porto Venere (padrone)"
06904,liuto,,,Genova,,Pisa,14/08/1393,,,"Archivio di Stato di Prato (Datini)","Leonardino (padrone)"
06906,,,,Pisa,03/09/1393,Genova,,"Porto Venere",,"Archivio di Stato di Prato (Datini)","Lionardo da Porto Venere (padrone)"
06907,,,,Pisa,06/09/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Lionardino (padrone)"
06909,liuto,,,Genova,,Pisa,11/11/1393,,,"Archivio di Stato di Prato (Datini)","Lionardino (padrone)"
06911,liuto,,,Genova,,Pisa,09/01/1394,,,"Archivio di Stato di Prato (Datini)","Lionardo da Porto Venere (padrone)"
06913,,,,Pisa,02/11/1396,Livorno,,,,"Archivio di Stato di Prato (Datini)","Lionardo da Panicaglia (padrone)"
06916,,,,Livorno,31/01/1396,Piombino,03/02/1396,Vada,,"Archivio di Stato di Prato (Datini)","Leonardo di Bartolomeo (padrone)"
06917,brigantino,,,Genova,29/06/1397,Motrone,,,,"Archivio di Stato di Prato (Datini)","Leonardo di Bonvenieri (padrone)"
06918,,,,Livorno,,Pisa,14/05/1395,,,"Archivio di Stato di Prato (Datini)","Leonardo di Cola (padrone)"
06919,,,,Livorno,,Pisa,02/06/1395,,,"Archivio di Stato di Prato (Datini)","Leonardo di Cola (padrone)"
06920,,,,Livorno,,Pisa,12/06/1395,,,"Archivio di Stato di Prato (Datini)","Leonardo di Cola (padrone)"
06921,,,,Livorno,,Pisa,17/06/1395,,,"Archivio di Stato di Prato (Datini)","Leonardo di Cola (padrone)"
06922,liuto,,,Pisa,18/12/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Lionardo da Cormuzo (padrone)"
06923,liuto,,,Pisa,20/12/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Leonardo di Comuzo da Porto Venere (padrone)"
06929,,,,Pisa,16/06/1408,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Leopardo (padrone)"
06936,,,,Beirut,,Genova,31/12/1386,,,"Archivio di Stato di Prato (Datini)","Antonio Larcaro (padrone)"
06938,,,,Levante,,Genova,31/12/1386,Messina,,"Archivio di Stato di Prato (Datini)","Antonio Larcaro (padrone)"
06939,,,,Valenza,28/02/1392,Genova,,,,"Archivio di Stato di Prato (Datini)","Carlotto Larcaro (padrone)"
06942,,,Castiglia-Spagna,Livorno,03/10/1398,,,,"cuoia, sevo","Archivio di Stato di Prato (Datini)","Carlotto Larcaro (padrone)"
06943,,,,Pisa,03/10/1398,Gaeta,,,,"Archivio di Stato di Prato (Datini)","Carlotto Larcaro (padrone)"
06944,,,,Valenza,,Genova,09/03/1392,Ibiza,,"Archivio di Stato di Prato (Datini)","Galeazzo Larcaro di Genova (padrone)"
06945,,,,Chio,,Savona,02/11/1400,,"vino, cera","Archivio di Stato di Prato (Datini)","Giovanni Larcaro (padrone)"
06947,,,,Pisa,22/05/1395,"Aigues Mortes",05/06/1395,,,"Archivio di Stato di Prato (Datini)","Leonello Larcaro (padrone)"
06948,nave,,,Pisa,28/05/1395,,,,,"Archivio di Stato di Prato (Datini)","Lionello (padrone)"
06949,,,,Livorno,30/05/1395,,,,,"Archivio di Stato di Prato (Datini)","Leonello Larcaro (padrone)"
06950,,,,Livorno,30/05/1395,"Aigues Mortes",,,,"Archivio di Stato di Prato (Datini)","Leonello Larcaro (padrone)"
06955,,,,Genova,,"Aigues Mortes",02/09/1395,,,"Archivio di Stato di Prato (Datini)","Larcaro (padrone)"
06960,,,,,,Barcellona,29/10/1406,,,"Archivio di Stato di Prato (Datini)","Larcaro (padrone)"
06961,,,,Valenza,15/11/1401,Genova,,,,"Archivio di Stato di Prato (Datini)","Luchino Larcaro (padrone)"
06962,,,,Romania,,Genova,11/11/1406,,"grano, cera","Archivio di Stato di Prato (Datini)","Michele Larcaro (padrone)"
06968,,,,Valenza,01/04/1410,Fiandra,,,,"Archivio di Stato di Prato (Datini)","Niccolò Lercaro di Genova (padrone)"
06970,,,,Genova,06/08/1395,Hyères,,,sale,"Archivio di Stato di Prato (Datini)","Novello Larcaro di Genova (padrone)"
06971,,,,Genova,20/08/1395,Gaeta,,"Aigues Mortes, Marsiglia",panni,"Archivio di Stato di Prato (Datini)","Novello Larcaro di Genova (padrone)"
06972,,,,"Alessandria d'Egitto",22/11/1396,"Aigues Mortes",05/01/1397,,,"Archivio di Stato di Prato (Datini)","Novello Larcaro di Genova (padrone)"
06973,,,,"Alessandria d'Egitto",,"Aigues Mortes",06/01/1397,,,"Archivio di Stato di Prato (Datini)","Novello Larcaro di Genova (padrone)"
06974,,,,"Alessandria d'Egitto",,"Aigues Mortes",11/01/1397,,,"Archivio di Stato di Prato (Datini)","Novello Larcaro di Genova (padrone)"
06976,,,,"Alessandria d'Egitto",,Genova,14/10/1397,,,"Archivio di Stato di Prato (Datini)","Novello Larcaro di Genova (padrone)"
06977,,,,"Alessandria d'Egitto",25/09/1397,Genova,16/11/1397,,,"Archivio di Stato di Prato (Datini)","Novello Larcaro di Genova (padrone)"
06978,,,,,,"Aigues Mortes",05/01/1399,,,"Archivio di Stato di Prato (Datini)","Novello Larcaro di Genova (padrone)"
06986,,,,"Alessandria d'Egitto",,Bruges,14/06/1400,,spezie,"Archivio di Stato di Prato (Datini)","Novello Larcaro di Genova (padrone)"
06987,,,,"Aigues Mortes",20/08/1400,Savona,,,,"Archivio di Stato di Prato (Datini)","Novello Larcaro di Genova (padrone)"
06989,,,,L'Écluse,08/09/1400,Southampton,,,,"Archivio di Stato di Prato (Datini)","Bernabo d'Entruo di Genova (padrone)"
06989,,,,L'Écluse,08/09/1400,Southampton,,,,,"Novello Larcaro di Genova (padrone), Matteo Catollo di Savona (conducitore)"
06990,,,,Bruges,08/09/1400,Genova,,"Southampton, Ibiza, Maiorca, Brégançon, Capo di Noli, Savona",,"Archivio di Stato di Prato (Datini)","Novello Larcaro di Genova (padrone)"
06993,"nave, n.s.",,"Liguria-Italia, n.s.",Southampton,26/09/1400,Savona,,Ibiza,,"Archivio di Stato di Prato (Datini)","Novello Larcaro di Genova (padrone), Bernabo d'Entruo di Genova (padrone)"
06995,,,,Romania,,Genova,28/10/1401,,,"Archivio di Stato di Prato (Datini)","Novello Larcaro di Genova (padrone)"
07002,,Larcara,,Southampton,11/02/1403,Genova,,,,"Archivio di Stato di Prato (Datini)",
07006,,,,Spagna,,Genova,03/07/1394,,,"Archivio di Stato di Prato (Datini)","Ottaviano Larcaro di Genova (padrone)"
07013,,,,Pisa,19/10/1396,,,,,"Archivio di Stato di Prato (Datini)","Ottaviano Larcaro di Genova (padrone)"
07014,,,,Bruges,01/05/1397,Levante,,"Genova, Pisa",,"Archivio di Stato di Prato (Datini)","Termo Centurione (padrone)"
07023,,,,Famagosta,,Genova,06/04/1395,Pisa,"cotone, zucchero","Archivio di Stato di Prato (Datini)","Polo Lercaro di Genova (padrone)"
07024,,,,Famagosta,,Genova,04/04/1395,,,"Archivio di Stato di Prato (Datini)","Polo Lercaro di Genova (padrone)"
07025,,,,Genova,,"Aigues Mortes",26/08/1395,,,"Archivio di Stato di Prato (Datini)","Polo Lercaro di Genova (padrone)"
07038,,,,"Aigues Mortes",,Genova,07/07/1399,Savona,,"Archivio di Stato di Prato (Datini)","Polo Lercaro di Genova (padrone)"
07039,,,,"Aigues Mortes",,Savona,08/07/1399,,,"Archivio di Stato di Prato (Datini)","Polo Lercaro di Genova (padrone)"
07055,,,,Bruges,,Southampton,05/02/1402,,,"Archivio di Stato di Prato (Datini)","Polo Lercaro di Genova (padrone)"
07057,,,,Levante,,Southampton,18/12/1401,,"allumi, spezie","Archivio di Stato di Prato (Datini)","Polo Lercaro di Genova (padrone)"
07060,,,,"Alessandria d'Egitto",18/11/1403,,,,,"Archivio di Stato di Prato (Datini)","Polo Lercaro di Genova (padrone)"
07061,,,,Bruges,,Genova,26/06/1402,"Southampton, Cadice",,"Archivio di Stato di Prato (Datini)","Paganino da Biascia di Genova (padrone), Niccolò Andrea Lomellino (padrone), Giuliano da Mare di Genova (padrone), Polo Lercaro di Genova (padrone)"
07062,,,,Bruges,,Genova,26/06/1402,"Southampton, Cadice",,"Archivio di Stato di Prato (Datini)","Niccolò Andrea Lomellino (padrone), Paganino da Biascia di Genova (padrone), Giuliano da Mare di Genova (padrone), Polo Lercaro di Genova (padrone)"
07064,,,,Malaga,11/12/1404,Fiandra,,,,"Archivio di Stato di Prato (Datini)","Polo Lercaro di Genova (padrone)"
07067,,,,L'Écluse,17/08/1405,,,,,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone), Polo Lercaro di Genova (padrone), Lorenzo Bandinella di Genova (padrone), Ambrogio Ardimento di Genova (padrone), n.s. (padrone)"
07071,,,,Savona,02/07/1400,Savona,,"Aigues Mortes",,"Archivio di Stato di Prato (Datini)","Raffaello Larcaro di Genova (padrone)"
07086,legno,,Liguria-Italia,Pisa,18/04/1391,,,,,"Archivio di Stato di Prato (Datini)",
07089,,,,Livorno,,Pisa,23/07/1392,,,"Archivio di Stato di Prato (Datini)","Liardo di Livorno (padrone)"
07090,barca,,,Maiorca,07/12/1402,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Libre (padrone)"
07091,barca,,,Maiorca,25/12/1402,Barcellona,31/12/1402,,,"Archivio di Stato di Prato (Datini)","Libre (padrone)"
